pre_site_id,post_site_id,ei_truth,syn_layer
1.24083E+11,1.24083E+11,1,Layer 2
88595194638,88595194637,1,Layer 2
17410857132,17410857131,1,Layer 2
1.24143E+11,1.24143E+11,1,Layer 2
1.24172E+11,1.24172E+11,1,Layer 2
1.5948E+11,1.5948E+11,1,Layer 2
53077804606,53077804607,1,Layer 2
52928194960,52928194959,1,Layer 2
54215236911,54215236910,1,unclassified
1.24442E+11,1.24442E+11,1,Layer 2
1.60019E+11,1.60019E+11,1,unclassified
53437041201,53437041202,1,Layer 2
1.60288E+11,1.60288E+11,1,Layer 2
88176114211,88176114210,1,Layer 2
1.59839E+11,1.59839E+11,1,Layer 2
1.95566E+11,1.95566E+11,1,Layer 2
1.60468E+11,1.60468E+11,1,Layer 2
53227500954,53227518301,1,Layer 2
1.60617E+11,1.60617E+11,1,Layer 2
1.59181E+11,1.59181E+11,1,Layer 2
53676520741,53676520740,1,unclassified
89044006355,89044023734,1,Layer 2
1.60438E+11,1.60438E+11,1,Layer 2
1.24861E+11,1.24861E+11,1,Layer 2
1.95686E+11,1.95686E+11,1,unclassified
88984318460,88984318459,1,unclassified
1.60916E+11,1.60916E+11,1,Layer 2
89074101708,89074101710,1,unclassified
1.23933E+11,6.35388E+11,1,Layer 2
53048056000,53048055999,1,Layer 2
53885991621,53885991622,1,unclassified
89582878581,89582878580,1,unclassified
53167605064,53167622413,1,Layer 2
54035687940,54035687941,1,unclassified
53107743851,6.35378E+11,1,Layer 2
89044162411,89044179792,1,unclassified
1.24292E+11,1.24292E+11,1,Layer 2
1.596E+11,1.596E+11,1,Layer 2
1.60587E+11,1.60587E+11,1,Layer 2
1.5945E+11,1.5945E+11,1,Layer 2
1.5963E+11,1.5963E+11,1,Layer 2
1.60857E+11,1.60857E+11,1,unclassified
88595194651,88595194650,1,Layer 2
54035687939,54035687938,1,unclassified
87847059580,87847059581,1,Layer 2
1.95656E+11,1.95656E+11,1,Layer 2
88086452440,88086452438,1,Layer 2
1.60857E+11,1.60857E+11,1,unclassified
54125436449,54125436450,1,unclassified
17919720907,17919720906,1,unclassified
1.60049E+11,1.60049E+11,1,unclassified
1.58852E+11,1.58852E+11,1,Layer 2
53676486056,53676486057,1,unclassified
1.24681E+11,6.35384E+11,1,Layer 2
54334976668,54334976669,1,unclassified
1.5954E+11,1.5954E+11,1,Layer 2
1.60318E+11,1.60318E+11,1,Layer 2
52748559300,6.35402E+11,1,Layer 2
88714986363,88714986364,1,Layer 2
1.5978E+11,1.5978E+11,1,Layer 2
1.60587E+11,1.60587E+11,1,Layer 2
1.23065E+11,1.23065E+11,1,Layer 2
6.35376E+11,87876860214,1,Layer 2
53796191140,53796191141,1,unclassified
53107865210,53107865211,1,Layer 2
1.24292E+11,1.24292E+11,1,unclassified
1.60857E+11,1.60857E+11,1,unclassified
1.58881E+11,1.58881E+11,1,Layer 2
53407136592,53407136593,1,unclassified
1.60019E+11,1.60019E+11,1,unclassified
53227552948,53227552947,1,Layer 2
1.5951E+11,1.5951E+11,1,Layer 2
1.2492E+11,1.2492E+11,1,Layer 2
1.95237E+11,1.95237E+11,1,unclassified
1.60617E+11,1.60617E+11,1,Layer 2
89043919733,89043919734,1,Layer 2
1.24292E+11,1.24292E+11,1,Layer 2
1.60228E+11,1.60228E+11,1,Layer 2
52329738896,52329738897,1,Layer 2
53107830547,53107830546,1,Layer 2
1.24112E+11,1.24112E+11,1,Layer 2
1.96613E+11,1.96613E+11,1,Layer 2
1.24322E+11,1.24322E+11,1,Layer 2
1.5972E+11,1.5972E+11,1,Layer 2
1.2492E+11,1.2492E+11,1,Layer 2
87697259248,87697259249,1,Layer 2
1.23244E+11,1.23244E+11,1,Layer 2
53466963156,53466963155,1,unclassified
53227500963,53227500964,1,Layer 2
89133754808,89133754809,1,Layer 2
53437006550,6.35394E+11,1,Layer 2
87876929545,87876929546,1,Layer 2
1.24352E+11,1.24352E+11,1,Layer 2
1.60318E+11,1.60318E+11,1,Layer 2
88954361881,88954361882,1,Layer 2
54095497184,54095497183,1,unclassified
1.24472E+11,1.24472E+11,1,unclassified
1.2519E+11,1.2519E+11,1,unclassified
88086452430,88086452432,1,Layer 2
5.52107E+11,5.52107E+11,2,Layer 5
18868398411,18868398412,2,Layer 5
5.16889E+11,5.16889E+11,2,Layer 5
4.46154E+11,4.46154E+11,2,Layer 5
54475571578,54475571577,2,Layer 5
5.17009E+11,5.17009E+11,2,Layer 5
4.45705E+11,4.45705E+11,2,Layer 5
1.97742E+11,1.97742E+11,2,Layer 5
19377054004,19377054005,2,Layer 5
5.52108E+11,5.52108E+11,2,Layer 5
5.87416E+11,5.87416E+11,2,Layer 5
4.0884E+11,4.0884E+11,2,Layer 5
53788025838,53788025837,2,Layer 5
6.23113E+11,6.23113E+11,2,Layer 4
4.81133E+11,4.81133E+11,2,Layer 5
3.7458E+11,3.7458E+11,2,Layer 5
4.10067E+11,6.35374E+11,2,Layer 5
2.32631E+11,2.32631E+11,2,Layer 5
4.81192E+11,4.81192E+11,2,Layer 5
5.52437E+11,5.52437E+11,2,Layer 5
53458693834,53458693833,2,Layer 5
89544704688,89544704687,2,Layer 5
4.81521E+11,4.81521E+11,2,Layer 5
18599430382,18599430381,2,Layer 5
2.68447E+11,2.68447E+11,2,Layer 5
89634262607,89634262608,2,Layer 5
18748780055,18748780054,2,Layer 5
18778701961,18778701960,2,Layer 5
4.81133E+11,4.81133E+11,2,Layer 5
4.09199E+11,4.09199E+11,2,Layer 5
4.81312E+11,4.81312E+11,2,Layer 5
89753880846,89753880845,2,Layer 5
4.09319E+11,4.09319E+11,2,Layer 5
5.17039E+11,5.17039E+11,2,Layer 5
4.81551E+11,4.81551E+11,2,Layer 5
5.17906E+11,5.17936E+11,2,Layer 5
5.52138E+11,5.52138E+11,2,Layer 5
5.87566E+11,5.87566E+11,2,Layer 5
4.089E+11,4.089E+11,2,Layer 5
4.09289E+11,4.09289E+11,2,Layer 5
53279162295,53279162296,2,Layer 5
1.60818E+11,1.60818E+11,2,Layer 5
5.52197E+11,6.35387E+11,2,Layer 5
4.09319E+11,4.09319E+11,2,Layer 5
4.80443E+11,6.35377E+11,2,Layer 5
4.81163E+11,6.35387E+11,2,Layer 5
6.23113E+11,6.35392E+11,2,Layer 4
1.60704E+11,1.60704E+11,2,Layer 3
1.25277E+11,1.25277E+11,2,Layer 3
89370460573,89370460574,2,Layer 3
1.25097E+11,1.25097E+11,2,Layer 3
54541535078,54541535077,2,Layer 3
1.25247E+11,1.25247E+11,2,Layer 3
1.60166E+11,1.60166E+11,2,Layer 3
17617658159,17617658161,2,Layer 3
1.25277E+11,1.25277E+11,2,Layer 3
1.25217E+11,1.25217E+11,2,Layer 3
1.25217E+11,6.35371E+11,2,Layer 3
1.60375E+11,6.35389E+11,2,Layer 3
1.60285E+11,1.60285E+11,2,Layer 3
1.25247E+11,1.25247E+11,2,Layer 3
1.25277E+11,1.25277E+11,2,Layer 3
89160955015,89160955014,2,Layer 3
1.61153E+11,1.61153E+11,2,Layer 3
1.97089E+11,1.97089E+11,2,Layer 3
17677484716,17677484715,2,Layer 3
17647562806,17647562805,2,Layer 3
53464085341,53464085342,2,Layer 3
1.60495E+11,1.60495E+11,2,Layer 3
53553851176,53553851175,2,Layer 3
17856964213,17856964212,2,Layer 3
1.25247E+11,1.25247E+11,2,Layer 3
2.67347E+11,2.67347E+11,2,Layer 3
2.67257E+11,2.67257E+11,2,Layer 2
1.25038E+11,1.25038E+11,2,Layer 3
1.60765E+11,6.35402E+11,2,Layer 2
2.3174E+11,2.3174E+11,2,Layer 2
2.3165E+11,2.3165E+11,2,Layer 2
2.67287E+11,2.67287E+11,2,Layer 2
1.25098E+11,1.25098E+11,2,Layer 3
53853451932,53853451933,2,Layer 3
1.25098E+11,1.25098E+11,2,Layer 3
3.02954E+11,3.02954E+11,2,Layer 3
1.63425E+11,1.63425E+11,2,Layer 3
1.63425E+11,1.63425E+11,2,Layer 3
58577373262,58577373261,2,Layer 4
19170252882,19170252883,2,Layer 4
1.29344E+11,1.29344E+11,2,Layer 3
5.20093E+11,5.20093E+11,2,Layer 4
3.42894E+11,3.42894E+11,2,Layer 5
1.6489E+11,1.6489E+11,2,Layer 4
1.98314E+11,1.98314E+11,2,Layer 3
1.29374E+11,1.29374E+11,2,Layer 3
94034815372,94034815373,2,Layer 4
2.00707E+11,2.00707E+11,2,Layer 4
3.77245E+11,3.77245E+11,2,Layer 4
1.6498E+11,1.6498E+11,2,Layer 4
3.76467E+11,3.76467E+11,2,Layer 4
2.35774E+11,2.35774E+11,2,Layer 5
58756974152,58756974151,2,Layer 4
3.06391E+11,3.06391E+11,2,Layer 4
19349819253,19349819254,2,Layer 4
92928171834,92928171833,2,Layer 4
94094676636,94094676635,2,Layer 4
1.29762E+11,1.29762E+11,2,Layer 4
1.29762E+11,1.29762E+11,2,Layer 4
94124598538,94124598539,2,Layer 4
19469506934,19469489582,2,Layer 4
58159714316,58159714317,2,Layer 3
1.29642E+11,1.29642E+11,2,Layer 4
4.49985E+11,4.49985E+11,2,Layer 4
6.3541E+11,3.76527E+11,2,Layer 4
3.76497E+11,3.76497E+11,2,Layer 4
1.62796E+11,1.62796E+11,2,Layer 4
1.27758E+11,1.27758E+11,2,Layer 3
55555448351,55555448352,2,Layer 4
3.77215E+11,3.77215E+11,2,Layer 4
6.35386E+11,91880956047,2,Layer 4
91193046223,91193046224,2,Layer 3
1.27339E+11,1.27339E+11,2,Layer 4
58099853114,58099853115,2,Layer 3
6.35376E+11,1.6513E+11,2,Layer 4
5.91427E+11,5.91427E+11,2,Layer 4
3.76497E+11,3.76497E+11,2,Layer 4
3.77215E+11,3.77215E+11,2,Layer 4
1.6474E+11,1.6474E+11,2,Layer 4
2.00886E+11,2.00886E+11,2,Layer 4
94124581224,94124581222,2,Layer 4
3.76677E+11,3.76677E+11,2,Layer 4
89096551726,89096551723,2,Layer 4
53639438992,53639438993,2,Layer 4
2.33977E+11,2.33977E+11,2,Layer 5
89484791476,89484791475,2,Layer 5
55642180382,55642180381,2,Layer 5
55642180366,55642180364,2,Layer 5
4.10787E+11,4.10787E+11,2,Layer 5
17912820812,17912820811,2,Layer 4
89963143700,89963143699,2,Layer 5
54176577657,54176577658,2,Layer 5
3.7521E+11,3.7521E+11,2,Layer 5
1.96157E+11,1.96157E+11,2,Layer 5
6.35382E+11,1.59802E+11,2,Layer 4
89514713401,89514713402,2,Layer 5
53639421652,6.35377E+11,2,Layer 4
89723906906,89723906903,2,Layer 5
1.97173E+11,1.97173E+11,2,Layer 5
53937375538,53937375539,2,Layer 5
20065050534,20065050533,2,Layer 5
1.96007E+11,6.35404E+11,2,Layer 5
1.25002E+11,1.25002E+11,2,Layer 5
1.24943E+11,1.24943E+11,2,Layer 5
89514661369,89514661370,2,Layer 5
1.25063E+11,1.25063E+11,2,Layer 4
1.24913E+11,1.24913E+11,2,Layer 5
53578953716,53578953717,2,Layer 5
1.24524E+11,1.24524E+11,2,Layer 4
1.59802E+11,1.59802E+11,2,Layer 4
1.24853E+11,1.24853E+11,2,Layer 5
3.39543E+11,3.39543E+11,2,Layer 5
1.61058E+11,1.61058E+11,2,Layer 5
53639491016,53639491015,2,Layer 4
1.59294E+11,1.59294E+11,2,Layer 4
54027106720,54027106721,2,Layer 5
1.60909E+11,1.60909E+11,2,Layer 5
89245606780,89245606779,2,Layer 5
1.60849E+11,1.60879E+11,2,Layer 5
89484739452,89484739453,2,Layer 5
1.61805E+11,1.61805E+11,2,Layer 5
1.61477E+11,1.61477E+11,2,Layer 5
4.82091E+11,4.82091E+11,2,Layer 5
5.88972E+11,5.88972E+11,2,Layer 4
53668598191,53668598190,2,Layer 5
1.25152E+11,1.25152E+11,2,Layer 5
6.35373E+11,90112718739,2,Layer 5
1.61715E+11,1.61715E+11,2,Layer 5
1.25152E+11,1.25152E+11,2,Layer 5
2.69045E+11,2.69045E+11,2,Layer 5
1.25002E+11,1.25002E+11,2,Layer 5
5.17698E+11,5.17698E+11,2,Layer 5
4.10847E+11,6.35395E+11,2,Layer 5
1.97233E+11,1.97233E+11,2,Layer 5
3.7521E+11,3.7521E+11,2,Layer 5
1.25511E+11,1.25511E+11,2,Layer 5
1.24942E+11,1.24942E+11,2,Layer 5
1.25361E+11,1.25361E+11,2,Layer 5
4.82091E+11,4.82091E+11,2,Layer 5
1.607E+11,1.607E+11,2,Layer 4
1.61536E+11,1.61536E+11,2,Layer 5
1.26378E+11,1.26378E+11,2,Layer 5
1.62014E+11,1.62014E+11,2,Layer 5
1.6076E+11,1.6076E+11,2,Layer 4
20124946349,20124946348,2,Layer 5
1.96845E+11,1.96845E+11,2,Layer 5
55642215063,55612293139,2,Layer 5
1.9514E+11,1.9514E+11,2,Layer 4
1.6064E+11,1.6064E+11,2,Layer 4
1.60879E+11,1.60879E+11,2,Layer 5
89933256444,89933256442,2,Layer 5
1.59742E+11,1.59742E+11,2,Layer 4
6.35372E+11,1.6046E+11,2,Layer 5
1.24703E+11,1.24703E+11,2,Layer 5
1.61536E+11,1.61536E+11,2,Layer 5
3.04802E+11,6.35372E+11,2,Layer 5
1.26317E+11,1.26317E+11,2,Layer 5
1.26288E+11,1.26317E+11,2,Layer 5
89664132363,89664132366,2,Layer 5
1.25152E+11,1.25152E+11,2,Layer 5
55791842043,55791842044,2,Layer 5
3.04742E+11,3.04742E+11,2,Layer 5
89454921527,89424999599,2,Layer 5
1.25242E+11,1.25242E+11,2,Layer 5
1.24913E+11,6.35385E+11,2,Layer 5
1.59324E+11,1.59324E+11,2,Layer 4
53429690698,6.35392E+11,2,Layer 4
1.96875E+11,1.96875E+11,2,Layer 5
1.25032E+11,1.25032E+11,2,Layer 5
20154833686,20154833685,2,Layer 5
89604357867,89604357866,2,Layer 5
6.35379E+11,1.59324E+11,2,Layer 4
53459595301,53459595300,2,Layer 4
53489621260,53519543199,2,Layer 4
1.25093E+11,1.25093E+11,2,Layer 4
53639490992,53639490993,2,Layer 4
2.32631E+11,2.32631E+11,2,Layer 5
1.60938E+11,1.60938E+11,2,Layer 5
1.59324E+11,1.59324E+11,2,Layer 4
1.6064E+11,1.6064E+11,2,Layer 4
1.6049E+11,1.6049E+11,2,Layer 5
89783768143,89783768142,2,Layer 5
1.25899E+11,1.25869E+11,2,Layer 5
91219396950,91219396949,2,Layer 5
53579508405,53579508406,2,Layer 4
6.3537E+11,6.3538E+11,2,Layer 5
17912560773,17912560774,2,Layer 4
19975267359,19975267362,2,Layer 5
1.62164E+11,1.62164E+11,2,Layer 5
17942708033,17942708032,2,Layer 4
1.6058E+11,1.6058E+11,2,Layer 4
20154920367,20154920366,2,Layer 5
3.39513E+11,3.39513E+11,2,Layer 5
89783733476,89783733479,2,Layer 5
91159553113,91159553112,2,Layer 5
53549031767,53549031768,2,Layer 5
1.60131E+11,1.60131E+11,2,Layer 4
1.25481E+11,1.25481E+11,2,Layer 5
1.25033E+11,1.25033E+11,2,Layer 4
1.607E+11,1.607E+11,2,Layer 4
55642180384,55642163053,2,Layer 5
1.25899E+11,1.25899E+11,2,Layer 5
1.59414E+11,1.59414E+11,2,Layer 4
1.60789E+11,1.60789E+11,2,Layer 5
1.25093E+11,6.35375E+11,2,Layer 4
5.89092E+11,5.89092E+11,2,Layer 4
1.59922E+11,1.59922E+11,2,Layer 4
89335320491,6.3538E+11,2,Layer 5
1.97323E+11,1.97323E+11,2,Layer 5
53668650208,53668650207,2,Layer 5
1.25033E+11,1.25033E+11,2,Layer 4
1.24943E+11,1.24943E+11,2,Layer 5
53817809132,6.35409E+11,2,Layer 5
1.6073E+11,1.6073E+11,2,Layer 4
89305415918,89305415919,2,Layer 5
1.61715E+11,1.61715E+11,2,Layer 5
1.59354E+11,1.59354E+11,2,Layer 4
2.68388E+11,2.68388E+11,2,Layer 5
1.25002E+11,1.25002E+11,2,Layer 5
53429586751,53429586752,2,Layer 4
52472847589,52472847590,2,Layer 4
2.68358E+11,2.68358E+11,2,Layer 5
1.61745E+11,1.61745E+11,2,Layer 5
88079899363,88079899362,2,Layer 4
17972768635,17972768634,2,Layer 4
54595294007,54595294008,2,Layer 5
1.96636E+11,1.96636E+11,2,Layer 5
53429413350,53429413351,2,Layer 5
1.60879E+11,1.60879E+11,2,Layer 5
1.59294E+11,1.59294E+11,2,Layer 4
1.59653E+11,1.59653E+11,2,Layer 4
2.68358E+11,2.68358E+11,2,Layer 5
1.97024E+11,1.97024E+11,2,Layer 5
3.03965E+11,3.03965E+11,2,Layer 5
1.26288E+11,1.26288E+11,2,Layer 5
1.61925E+11,1.61895E+11,2,Layer 5
1.61088E+11,1.61088E+11,2,Layer 5
2.32601E+11,2.32601E+11,2,Layer 5
1.60041E+11,1.60041E+11,2,Layer 4
1.25242E+11,1.25242E+11,2,Layer 5
1.60879E+11,1.60879E+11,2,Layer 5
1.60759E+11,1.60759E+11,2,Layer 5
5.88853E+11,5.88853E+11,2,Layer 4
1.6061E+11,1.6061E+11,2,Layer 5
1.61118E+11,1.61118E+11,2,Layer 5
1.61208E+11,6.35389E+11,2,Layer 5
1.6067E+11,1.6067E+11,2,Layer 4
1.94931E+11,1.94931E+11,2,Layer 4
1.59533E+11,1.59533E+11,2,Layer 4
91189249652,91219171576,2,Layer 5
1.96606E+11,6.35371E+11,2,Layer 5
89783733437,89783733434,2,Layer 5
1.25093E+11,1.25093E+11,2,Layer 4
1.94901E+11,1.94901E+11,2,Layer 4
1.60879E+11,1.60879E+11,2,Layer 5
6.35371E+11,53429690697,2,Layer 4
89335580493,89335580494,2,Layer 5
1.61925E+11,6.35381E+11,2,Layer 5
1.24913E+11,6.35374E+11,2,Layer 5
89366022622,89366022623,2,Layer 4
89305675912,89305675913,2,Layer 5
6.35374E+11,2.68985E+11,2,Layer 5
53937375533,53937375534,2,Layer 5
1.25541E+11,1.25541E+11,2,Layer 5
1.97352E+11,1.97352E+11,2,Layer 5
53937427540,53937444843,2,Layer 5
90172493248,90172493249,2,Layer 5
90297485903,90297485900,1,Layer 3
55139193754,55139193755,1,Layer 3
55139228368,55139228369,1,Layer 3
55169132945,55169132944,1,Layer 3
54720754656,54720754655,1,Layer 3
90208153477,90208153478,1,Layer 3
1.61452E+11,1.61452E+11,1,Layer 3
1.26114E+11,1.26114E+11,1,Layer 3
3.03731E+11,3.03731E+11,1,Layer 3
90656774463,90656774464,1,Layer 3
54750659261,54750659260,1,Layer 3
3.03731E+11,3.03731E+11,1,Layer 3
19293026582,19293026581,1,Layer 3
1.967E+11,1.967E+11,1,Layer 3
54481431201,54481431202,1,Layer 3
54451474575,54451474574,1,Layer 3
1.97149E+11,1.97149E+11,1,Layer 3
1.6199E+11,1.6199E+11,1,Layer 3
19801352795,19801352794,1,Layer 3
54541032320,54541032319,1,Layer 3
54810243103,54810243102,1,Layer 3
1.61482E+11,1.61482E+11,1,Layer 3
1.25815E+11,1.25815E+11,1,Layer 3
54630954206,54630954207,1,Layer 3
90208066757,90208066758,1,Layer 3
90208032122,90208032123,1,Layer 3
1.97568E+11,1.97568E+11,1,Layer 3
1.25666E+11,1.25666E+11,1,Layer 3
1.97717E+11,1.97717E+11,1,Layer 3
1.26084E+11,1.26084E+11,1,Layer 3
54420841844,54420841845,1,Layer 3
54600494845,54600494844,1,Layer 3
6.35381E+11,90208205473,1,Layer 3
90716375566,90716375567,1,Layer 3
54331024022,54331024023,1,Layer 3
90327494447,90327494446,1,Layer 3
1.97149E+11,1.97149E+11,1,Layer 3
18245047935,18245047934,1,Layer 3
19322931364,19322913991,1,Layer 3
54510625072,54510625073,1,Layer 3
1.61751E+11,1.61751E+11,1,Layer 3
55049479881,55049479882,1,Layer 3
1.61213E+11,1.61213E+11,1,Layer 3
90327563809,90327563810,1,Layer 3
1.61332E+11,1.61332E+11,1,Layer 3
54571040935,54571040936,1,Layer 3
90178231461,90178231460,1,Layer 3
54451457228,54451457231,1,Layer 3
19293044090,19293044089,1,Layer 3
90267494594,90267494593,1,Layer 3
1.25815E+11,1.25815E+11,1,Layer 3
1.61303E+11,1.61303E+11,1,Layer 3
90716392972,90716392973,1,Layer 3
1.25815E+11,1.25815E+11,1,Layer 3
1.26114E+11,1.26114E+11,1,Layer 3
1.25905E+11,1.25905E+11,1,Layer 3
90447060890,90447060889,1,Layer 3
54870294975,54870294976,1,Layer 3
1.9682E+11,1.9682E+11,1,Layer 3
54690728729,54690728728,1,Layer 3
1.61961E+11,1.61961E+11,1,Layer 3
1.61841E+11,1.61841E+11,1,Layer 3
90596913285,90596895943,1,Layer 3
90208049391,90208049392,1,Layer 3
54600928186,6.35396E+11,1,Layer 3
54121518445,54121518446,1,Layer 3
54241240863,54241240864,1,Layer 3
90208222843,90208222842,1,Layer 3
19023451778,6.35377E+11,1,Layer 3
1.61841E+11,1.61841E+11,1,Layer 3
90088673695,90088673696,1,Layer 3
54840390399,54840390400,1,Layer 3
90148049484,90148049485,1,Layer 3
1.61751E+11,1.61721E+11,1,Layer 3
1.61243E+11,1.61243E+11,1,Layer 3
1.97628E+11,1.97628E+11,1,Layer 3
6.35392E+11,18364787765,1,Layer 3
1.25815E+11,1.25815E+11,1,Layer 3
6.35371E+11,90447078226,1,Layer 3
54750520586,54750520587,1,Layer 3
54690867418,54690867419,1,Layer 3
18663799031,18663799032,1,Layer 3
1.6199E+11,1.6199E+11,1,Layer 3
1.25845E+11,1.25845E+11,1,Layer 3
1.6199E+11,1.6199E+11,1,Layer 3
18754605050,18754605052,1,Layer 3
18514310774,6.3537E+11,1,Layer 3
18874032957,18874032958,1,Layer 3
90267546610,90267546611,1,Layer 3
1.6187E+11,1.6187E+11,1,Layer 3
90566991368,6.35379E+11,1,Layer 3
1.61721E+11,1.61721E+11,1,Layer 3
1.9688E+11,1.9688E+11,1,Layer 3
90387425050,90387425051,1,Layer 3
19711396320,6.35414E+11,1,Layer 3
89998925302,89998925303,1,Layer 3
1.25696E+11,1.25696E+11,1,Layer 3
54390885228,54390885229,1,Layer 3
54660581438,54660581437,1,Layer 3
2.68124E+11,2.68124E+11,1,Layer 3
1.26114E+11,1.26114E+11,1,Layer 3
19023746530,19023746529,1,Layer 3
18304909143,18304909144,1,Layer 3
90148309608,90148309607,1,Layer 3
1.26383E+11,1.26383E+11,1,Layer 3
90147650831,90147650832,1,Layer 3
1.61093E+11,1.61123E+11,1,Layer 3
54211301601,54211301602,1,Layer 3
54481344509,54481344510,1,Layer 3
1.61153E+11,1.61153E+11,1,Layer 3
20010685066,20010685067,1,Layer 3
54720737346,54720737345,1,Layer 3
54570832916,54570832915,1,Layer 3
54900095540,54900095539,1,Layer 3
6.35385E+11,6.35419E+11,2,Layer 3
90206090434,90206090435,2,Layer 3
18842585167,18842585166,2,Layer 3
1.26741E+11,1.26741E+11,2,Layer 3
1.26711E+11,1.26711E+11,2,Layer 3
18842481168,6.35379E+11,2,Layer 3
89996463548,6.35377E+11,2,Layer 3
92780105075,92780105076,2,Layer 3
1.26083E+11,1.26083E+11,2,Layer 3
3.40294E+11,3.40294E+11,2,Layer 3
57741708682,57741708683,2,Layer 3
54569272676,54569272677,2,Layer 3
90266020960,90266020961,2,Layer 3
1.26142E+11,1.26142E+11,2,Layer 3
1.26142E+11,1.26142E+11,2,Layer 3
1.61511E+11,1.61511E+11,2,Layer 3
1.27878E+11,1.27878E+11,2,Layer 3
18244181238,18244181237,2,Layer 3
1.25634E+11,1.25634E+11,2,Layer 3
90236064366,90236064367,2,Layer 3
1.96639E+11,1.96639E+11,2,Layer 3
22523694316,22523694315,2,Layer 3
92869888261,92869888260,2,Layer 3
6.35402E+11,1.25634E+11,2,Layer 3
1.62947E+11,1.62947E+11,2,Layer 3
1.28238E+11,1.28238E+11,2,Layer 3
1.62887E+11,6.35374E+11,2,Layer 3
18902290378,18902290377,2,Layer 3
1.27819E+11,1.27819E+11,2,Layer 3
6.35379E+11,1.98704E+11,2,Layer 3
89906680421,89906680418,2,Layer 3
3.04746E+11,3.04746E+11,2,Layer 3
1.62647E+11,6.35399E+11,2,Layer 3
53611267960,53611267961,2,Layer 3
1.97925E+11,1.97925E+11,2,Layer 3
1.25604E+11,1.25604E+11,2,Layer 3
1.63156E+11,1.63156E+11,2,Layer 3
1.25664E+11,1.25664E+11,2,Layer 3
1.25963E+11,1.25963E+11,2,Layer 3
54539246709,54539246708,2,Layer 3
18872351062,18872351061,2,Layer 3
1.61121E+11,1.61121E+11,2,Layer 3
1.25544E+11,1.25544E+11,2,Layer 3
6.35405E+11,1.61421E+11,2,Layer 3
1.63216E+11,1.63216E+11,2,Layer 3
1.62617E+11,1.62617E+11,2,Layer 3
1.97327E+11,1.97327E+11,2,Layer 3
1.61092E+11,1.61092E+11,2,Layer 3
54449775658,54449775657,2,Layer 3
54479524186,54479524185,2,Layer 3
18812593977,18812593976,2,Layer 3
1.62617E+11,1.62647E+11,2,Layer 3
1.62617E+11,1.62617E+11,2,Layer 3
18243591688,18243591687,2,Layer 3
90086853430,90086853429,2,Layer 3
22583555587,22583555588,2,Layer 3
1.98704E+11,1.98704E+11,2,Layer 3
1.25903E+11,1.25903E+11,2,Layer 3
1.61241E+11,1.61241E+11,2,Layer 3
54479680275,54479680274,2,Layer 3
53940443968,53940461309,2,Layer 3
1.61481E+11,1.61481E+11,2,Layer 3
4.81578E+11,6.35376E+11,2,Layer 5
5.52732E+11,5.52732E+11,2,Layer 6
5.52762E+11,6.35398E+11,2,Layer 6
4.10364E+11,4.10364E+11,2,Layer 5
4.46001E+11,4.46001E+11,2,Layer 5
1.96901E+11,1.96901E+11,2,Layer 5
1.61294E+11,1.61294E+11,2,Layer 5
1.96871E+11,6.35374E+11,2,Layer 5
18626439879,18626439878,2,Layer 5
54203812433,54203812434,2,Layer 5
89990447898,89990447897,2,Layer 5
6.35389E+11,4.10513E+11,2,Layer 5
5.17125E+11,5.17125E+11,2,Layer 6
90978045138,90978045137,2,Layer 5
4.10513E+11,6.35382E+11,2,Layer 5
3.39329E+11,3.39329E+11,2,Layer 5
4.47049E+11,4.47049E+11,2,Layer 5
1.26615E+11,1.26615E+11,2,Layer 5
3.39419E+11,6.35407E+11,2,Layer 5
5.17095E+11,5.17065E+11,2,Layer 6
4.4594E+11,4.4594E+11,2,Layer 5
5.17005E+11,5.17005E+11,2,Layer 6
5.52702E+11,5.52702E+11,2,Layer 6
1.26615E+11,1.26615E+11,2,Layer 5
5.17125E+11,5.17125E+11,2,Layer 5
6.35395E+11,6.35378E+11,2,Layer 6
4.45911E+11,4.45911E+11,2,Layer 5
5.88369E+11,6.3538E+11,2,Layer 6
4.1243E+11,4.1243E+11,2,Layer 5
5.18472E+11,5.18472E+11,2,Layer 5
2.69823E+11,2.69853E+11,2,Layer 5
1.97529E+11,6.35374E+11,2,Layer 5
4.48127E+11,4.48127E+11,2,Layer 5
3.0546E+11,3.0546E+11,2,Layer 5
4.82148E+11,4.82148E+11,2,Layer 5
2.7048E+11,2.7048E+11,2,Layer 5
4.12789E+11,4.12789E+11,2,Layer 5
4.12789E+11,4.12789E+11,2,Layer 5
5.18412E+11,5.18412E+11,2,Layer 5
6.35379E+11,5.18412E+11,2,Layer 5
1.25117E+11,6.35371E+11,2,Layer 6
1.28141E+11,1.28141E+11,2,Layer 5
91786128105,91816050048,2,Layer 5
1.27333E+11,1.27333E+11,2,Layer 5
5.18891E+11,5.18921E+11,2,Layer 5
5.8891E+11,5.8891E+11,2,Layer 5
1.63778E+11,1.63778E+11,2,Layer 5
1.9702E+11,1.9702E+11,2,Layer 6
5.17216E+11,5.17216E+11,2,Layer 5
4.81909E+11,4.81909E+11,2,Layer 5
5.53899E+11,5.53899E+11,2,Layer 5
6.3538E+11,5.53899E+11,2,Layer 5
6.35409E+11,5.52434E+11,2,Layer 5
1.61053E+11,1.61053E+11,2,Layer 6
